base,controls n,controls max |z|,uses-A n,uses-A median z,uses-A min z,uses-A max z,uses-A |z|>3,uses-A score(A) > perm mean
nwot,22,0.0,28,92.99725463937082,45.62888978465955,161.47788925700058,28,28
zico,22,0.0,28,1.9272802184349818,-1.3028317441016979,11.696345778249187,6,23
grad_norm_all,22,0.0,28,5.560109959679098,-17.87469840698108,33.202219996854424,17,22
snip_all,22,0.0,28,4.2310783981516185,-11.446816716744692,28.483425779268387,17,21
