arch_id,val_mae,val_mse,test_mae,test_mse,test_rmse,params,flops,train_seconds,epochs_run,best_epoch,peak_mem_gb,graph_family,has_graph,uses_A,group3,seq_family,flat_family,head,decoder,val_mae_seed1,val_mae_seed2,params_seedstd,flops_seedstd,l2_norm,l2_norm_seedstd,l2_norm_all,l2_norm_all_seedstd,grad_norm,grad_norm_seedstd,grad_norm_all,grad_norm_all_seedstd,snip,snip_seedstd,snip_all,snip_all_seedstd,plain,plain_seedstd,plain_all,plain_all_seedstd,fisher,fisher_seedstd,synflow,synflow_seedstd,synflow_all,synflow_all_seedstd,jacov,jacov_seedstd,nwot,nwot_seedstd,zen,zen_seedstd,grasp,grasp_seedstd,grasp_all,grasp_all_seedstd,zico,zico_seedstd,tfas_zico_cl,tfas_zico_cl_seedstd,S_spatial_nwot,z_spatial_nwot,nwot_underA_v2,nwot_permmean,S_spatial_zico,z_spatial_zico,zico_underA_v2,zico_permmean,S_spatial_grad_norm_all,z_spatial_grad_norm_all,grad_norm_all_underA_v2,grad_norm_all_permmean,S_spatial_snip_all,z_spatial_snip_all,snip_all_underA_v2,snip_all_permmean
f93f5ee45f,0.1734406428441715,0.08014838108427255,0.17406123853349068,0.07287500981687639,0.26995371791637984,1283970.0,12322553856.0,421.5,20,18,0.836,none,False,False,graph-blind,lstm,nbeats_g,mae,seq,0.17307415597708617,0.1736842962390556,0.0,0.0,326.6684044599533,0.08863051059390206,854.062777146697,0.4848738413323915,5.757973165697574,0.26938293973850014,6.2226959665626085,0.26305081817727,19.570149027617006,1.4177615813808793,21.1020564660578,1.5057167989816072,0.1033207937944699,0.02811793463391684,0.17970396346790854,0.05433280972605103,7.094843234775875e-05,2.2836718795383352e-05,30212219.391538512,205415.3405078479,33224487.562270463,382845.8636847261,-32.688600827901226,0.2625727751432178,404.462985223767,0.03867729391504952,70.47061362531451,0.012189412588560966,0.02091341452267212,0.0036705813527443,-1.2136410391885482,0.15572865038233635,1292.7473159212389,5.116969975240869,617.0205078125,1.7103318575170143,0.0,0.0,404.4742500029905,404.4742500029905,0.0,0.0,1287.6089343815095,1287.6089343815095,0.0,0.0,6.253411014187624,6.253411014187624,0.0,0.0,21.171192820425773,21.171192820425773
89eaf8c55b,0.172240824092343,0.07990140970323158,0.1694600769494691,0.0706441792961839,0.2657897275971814,916506.0,8459255808.0,513.7,20,18,0.833,none,False,False,graph-blind,tcn,nbeats_t,mae,seq,0.1723775167284882,0.17218583653622907,0.0,0.0,296.29100714127225,0.2428859666851173,827.6802677164475,0.31601370168899773,6.3268583053043885,0.5330030224948153,6.863640008716861,0.589214017768511,21.86022825746569,1.6089897554800587,23.786753465972414,1.7067475724815413,0.12819595403685716,0.03855524783894608,0.2038866390789641,0.07432621237270506,7.053124282991246e-05,1.95692697295221e-05,2544404.18990449,111175.98354078132,3728835.597697859,39706.169330031255,-32.06679685190475,0.009800711987856365,396.63236647658624,0.06360327212981216,48.12066985501183,0.07877959067206944,0.28129765239391297,0.16984834022489906,-2.0489584280622393,0.6295166257637195,1296.9507611514184,14.481171719280551,578.5588175455729,2.8894219280536406,0.0,0.0,396.6183176882451,396.6183176882451,0.0,0.0,1295.357816190345,1295.357816190345,0.0,0.0,6.8785602150723495,6.8785602150723495,0.0,0.0,23.742480522516818,23.742480522516818
8f8073f089,0.17675160236364149,0.08249630928727826,0.17505825146022125,0.07421151612701182,0.2724179071335286,1017402.0,9723752448.0,343.4,20,18,0.264,none,False,False,graph-blind,skip_connection,skip_connection,quantile,linear,0.176573954333334,0.17594275181343044,0.0,0.0,343.35273073613644,0.1657600976116764,731.5080240865549,0.12173621156625399,1.2747729182010517,0.02720116048945451,1.3578234700884675,0.018435373972902052,4.801394291204386,0.13213236718330884,5.160143382913279,0.1360870931168338,0.00526908337378906,0.007024805008614799,0.008441221310561365,0.016895287350210057,1.904903896783168e-06,8.405410182121022e-08,2016439.3439013045,81838.5762909028,3305669.7631149176,76209.6440733051,-34.708736258217364,0.3367646682630544,396.7759770807513,0.07485238555870227,54.34003587563833,0.06725504301083793,-0.0031622471345723216,0.002053373417902286,-0.13949370411392226,0.0117106266780073,1022.079074260308,13.904618865091905,506.23215738932294,2.323631499113038,0.0,0.0,396.7952808831548,396.7952808831548,0.0,0.0,1021.0190689776001,1021.0190689776001,0.0,0.0,1.361100151131312,1.361100151131312,0.0,0.0,5.175541402160118,5.175541402160118
49aa186e31,0.21668329095042055,0.1343203529577883,0.20967116563179103,0.11237416062477175,0.33522255387245614,129450.0,239198208.0,234.3,20,17,0.189,none,False,False,graph-blind,mlp_mix,skip_connection,mae,seq,0.21624436320663876,0.2169632850769761,0.0,0.0,94.51333222786586,0.14548914266655663,291.486779799064,0.0031905164707221553,0.04029061325858644,0.002194923356046522,0.07188165663145203,0.004584988613316544,0.05773946134453259,0.0043607663520059264,0.09156469097836843,0.0063400139160245065,0.0044187527727639975,0.001424847016724419,0.010034759743406951,0.002321274656287674,2.4286630026699275e-07,5.412015647749459e-08,11865.190780543178,338.68250857283766,19094.80867558708,94.0015452260782,-39.09645801743877,0.6206857638128098,292.7134820126935,0.8118492196175794,6.02620972527398,0.04208652606546034,-0.0002499263391842819,6.6854669717076e-05,-0.0006061216105349709,0.00016373838343241215,536.193770729858,4.746268626462221,184.49975077311197,0.5673009640958915,0.0,0.0,292.73395133585177,292.73395133585177,0.0,0.0,535.5246730265534,535.5246730265534,0.0,0.0,0.071626362336436,0.071626362336436,0.0,0.0,0.09135342857213875,0.09135342857213875
b4aa4fc572,0.17058191873460113,0.07947207726624216,0.1669198888978917,0.07006041960626798,0.2646892888015455,879054.0,7306432512.0,487.2,20,18,0.827,none,False,False,graph-blind,tcn,mlp,quantile,seq,0.16987332636296887,0.17015705211195603,0.0,0.0,308.9751427272956,0.30938002077608745,953.7214747692148,0.7450636564254761,1.157586536098582,0.18325833501470154,1.3136621804805007,0.19990464623125867,2.6809787465624204,0.6324551916454038,2.9536791026339935,0.7015261715735434,0.01751859549305099,0.005349839477993396,0.029133518433564168,0.010272064008952815,3.261038447944104e-06,1.0206158311413727e-07,10791285.870313236,93731.3531343578,16238252.845255002,187494.3976172181,-43.04045827919132,4.401073178578356,396.8858896774728,0.1611307633689291,61.32353822390238,0.28953678899929425,-0.023924515652627973,0.012181957382126653,-0.06457294695105761,0.022732345966599326,1566.175172182283,8.309379187440943,585.5726318359375,2.6015564948996888,0.0,0.0,396.9218925289257,396.9218925289257,0.0,0.0,1565.6934175056315,1565.6934175056315,0.0,0.0,1.3174543650055504,1.3174543650055504,0.0,0.0,2.9540834115395724,2.9540834115395724
bad042bba9,0.16939480110624372,0.07909079088762781,0.1652244148402331,0.06900345085008663,0.26268507923002904,1828290.0,50677997568.0,740.1,20,19,1.779,mixed,True,True,uses A,gru,nbeats_t,mae,seq,,,0.0,0.0,613.507399658362,0.41752036905724643,1727.1342213141422,0.8931088847751546,8.184101648334035,0.5891743121396362,8.737998656696226,0.6023378490722113,29.314333399920944,2.465449637611197,31.98869930414286,2.5241980959561063,0.04058384676317633,0.010170158832248536,0.06677510884661263,0.01308492520711075,5.287088209300449e-05,3.498835102016357e-06,5616293.5681111915,44168.37760628808,8169900.743365347,66712.38162623992,-72.73172125559621,48.31450950574096,433.12532807066435,1.3718536712234248,103.1770311196645,0.07219159338959878,0.23899752772585822,0.015841580579405903,-2.0464328775976837,0.4256398955381795,2667.879346024546,6.708166693323461,1125.5348714192708,1.515064231894404,0.16286276661418242,18.72291475267573,433.1182134819516,432.95535071533743,0.39424198541018995,0.9778655036094686,2662.759618725179,2662.4332506324945,0.0017966151165369482,1.30243133206937,8.735340873717005,8.73354425860047,0.00831485774798916,1.3723828556932647,32.00539302113356,31.997300493237045
423e391cc8,0.17437519690594003,0.08052292641673849,0.17127776142064627,0.07160274122356508,0.2675868853728917,1030898.0,9752641536.0,426.0,20,15,0.832,none,False,False,graph-blind,gru,mlp,mae,seq,,,0.0,0.0,343.30789426962536,0.40658009299946296,867.3942862351736,0.39585459770026427,3.596194816787223,0.30585195494960493,3.940020415329314,0.30828470880320585,11.066444254381226,1.3197547372187801,11.98243707565887,1.3397561341518087,0.07212191503690867,0.00959365265315277,0.12057119079614213,0.011291298985502404,5.058303961280439e-05,6.969384838987226e-06,24450760.6505316,1634373.372132332,27023907.626585145,2413822.654896866,-33.44101514474634,0.2379649533425951,394.63023586649405,0.21821762647412526,69.61331986056433,0.12428240576403125,0.08007299356895492,0.06068895642483025,-1.1953247577744561,0.2796805272057015,1364.8590228275536,10.999482236528076,666.8949178059896,2.2052687549512258,0.0,0.0,394.65615761667243,394.65615761667243,0.0,0.0,1369.310648475251,1369.310648475251,0.0,0.0,3.926336408332585,3.926336408332585,0.0,0.0,11.970910936629956,11.970910936629956
50fbbf8720,0.17650829186753367,0.08435826736564725,0.17180742088162365,0.07363664810189609,0.271360734266946,1734682.0,91051439008.0,778.7,20,16,2.573,mixed,True,True,uses A,sep_tcn,nbeats_s,mse,seq,,,0.0,0.0,616.6084612409273,0.621781681869275,1721.5767496364813,1.7025059665419198,14.475013605299106,1.2526344479154892,15.861770976601628,1.211611159854957,48.53403389820639,5.1593803997630685,52.79560445733156,5.549327943379897,0.2003633871206454,0.07629327473531082,0.38426543214867454,0.0699160762063465,0.00025531231714671676,6.26273163837166e-05,16964585.167289466,1104763.9194004587,18794896.64878804,1188527.7754796199,-213.75149604722506,128.62468902350383,444.67342739955524,0.9408111279824796,95.84315060244666,0.11910069055086035,-0.548361713520952,0.5974607413570691,-7.0983663709062945,1.7245161804382605,2516.71270820637,9.897799885282577,1137.6818033854167,3.7810163850489253,0.09569736781588745,9.1884519475048,444.6842457434858,444.5885483756699,0.11137311783037755,-0.10899447113892098,2519.950811694219,2519.9588766343027,0.004210898037227888,3.7392111878676024,15.805642709638024,15.801813005549036,0.006349555673153873,1.6009148482651552,52.57630772559478,52.57082185030528
00d2310404,0.17380547241305644,0.08218511827204024,0.16938618227602945,0.07169302328883484,0.26775552896034627,649290.0,45867864992.0,588.2,20,19,2.021,diffusion,True,True,uses A,transformer,skip_connection,mae,seq,,,0.0,0.0,322.42017357548076,0.3080490001563304,950.970485885938,0.8361892613749071,6.01485369576643,0.07961236245554952,6.489453015285989,0.08302926853954631,20.130674630957433,0.2642265674717562,21.856395504321455,0.34987378893670507,0.07964153530233399,0.03786426844672625,0.1522891465748208,0.04522400124706269,9.162644153289183e-05,1.1110789875019385e-05,7072110.581697747,15459.582828862362,9152803.290055444,82878.64066950495,-183.34171889068853,66.28685974530326,420.75463213113443,1.4441479648557272,36.36547242270576,0.03728100505461175,0.27119567442457576,0.046087815729988824,-1.8098078432152338,0.1864379915130399,1441.3858252427272,12.731138041165144,618.6036580403646,3.5046083849464065,0.03662837234607726,2.7795331960785816,420.75122041088565,420.7145920385396,0.36640482610611497,1.0320691395058272,1438.5491900658035,1438.206475914794,0.0013367538012802882,0.6496851800746796,6.502123256642299,6.501018165259882,0.0036909777262070045,0.3882289710241264,21.904830691750355,21.902217242040344
3c30f6e971,0.1748323995301685,0.08197131109430388,0.17160431104477006,0.07258902829661858,0.26942351103164436,782214.0,54332907984.0,508.7,20,17,2.289,mixed,True,True,uses A,transformer,mlp,quantile,seq,,,0.0,0.0,359.6765245149533,0.07227783334929379,968.4536671089008,0.7765333818447661,2.307892967517546,0.1591443379447773,2.633075842587253,0.235307065645754,7.440205531725813,0.34731694669192237,8.24644346038189,0.40745708104462824,0.055721481119378975,0.019943999068095984,0.09107082052304376,0.035161459236090375,1.0207761168817298e-05,1.0488902815676252e-06,3385826.3748203074,217395.82016576896,3664128.119713405,229848.0190370043,-132.45453228392049,44.733566278988306,431.2697726134068,0.4948837218256102,57.96799476941427,0.07283485371379508,0.021928598893274767,0.032712413006876745,-0.20156001168514295,0.04254523292053405,1636.6290011886067,19.249896303387786,693.4812418619791,6.029975369835133,0.3017899363543582,18.43809861672692,431.2723108952041,430.97052095884976,0.6443347620836448,0.9859047241587757,1633.6317611990041,1633.190405374506,0.0003124850651213447,-0.10691960241339409,2.631314503981712,2.6313105056822295,0.0016668589660824296,-0.3262887685585596,8.220234349276284,8.220573475741945
